dt_he,c_h,c_c,m_h,m_c,U,A,rho_taladrina
43.53223926182769,4846.561485357468,3483.0698355517516,42.49229214483594,16.845781260892455,1596.8358286748612,8.28756193829522,959.2084577666376
dt_he,c_h,c_c,m_h,m_c,U,A,rho_taladrina
54.96624778787091,4494.236837381928,3640.406725214915,59.35914294979702,58.547190231617705,35.90450002215575,8.691998793104503,991.8458646589601
dt_he,c_h,c_c,m_h,m_c,U,A,rho_taladrina
42.0367802087489,4079.645477009061,3505.236720018549,71.76195588614067,25.511626227360786,546.0837072166394,6.073178731999768,934.6237909455147
dt_he,c_h,c_c,m_h,m_c,U,A,rho_taladrina
2.5926231827891333,4853.9752926394885,3201.7432262649654,35.57230841187593,47.12719849838272,764.6290282138585,5.20898854907655,922.0837915061462
dt_he,c_h,c_c,m_h,m_c,U,A,rho_taladrina
43.59949021420037,4785.335147816673,3467.7874845823003,34.9282174307277,61.01808457928108,1476.1266420113548,6.566292642148568,954.3345230583902
dt_he,c_h,c_c,m_h,m_c,U,A,rho_taladrina
33.03348210038741,4505.246090121704,3386.892651118559,43.09457121036715,41.6846812710255,1169.5429281727788,7.083767200976686,926.377852928002
dt_he,c_h,c_c,m_h,m_c,U,A,rho_taladrina
20.46486340378425,4065.2865043868783,3793.637454441577,10.746644559251735,29.963699678593123,60.84637428088858,8.219209670740975,991.3915477165132
dt_he,c_h,c_c,m_h,m_c,U,A,rho_taladrina
29.965467367452312,4096.530915660613,3162.298598502314,64.55953528031512,73.82074117500488,781.1716174878302,5.8523856674188535,954.019151566713
dt_he,c_h,c_c,m_h,m_c,U,A,rho_taladrina
26.682727510286664,4127.159971701278,3700.752346607156,33.439253013356556,35.89484435483927,999.1768594816801,9.408261178742743,960.844215780505
dt_he,c_h,c_c,m_h,m_c,U,A,rho_taladrina
61.92709663506637,4428.12232759739,3580.0041788778067,30.64396811725143,8.197527567178003,1327.7820183439683,8.307406633577207,941.973546130682
dt_he,c_h,c_c,m_h,m_c,U,A,rho_taladrina
62.11338327692949,4596.745308978596,3964.5510800892553,6.9041656126394715,40.28003075654068,835.6626163756275,8.890040799042342,982.6249828434158
