t_front,t_rear,t_top,t_bottom,t_lateral,t1_long,t2_long,h_long,t1_trans,t2_trans,inc_t_trans,d_t_trans,K_trans,ang_Z,D,N_trans
0.028731861347777624,0.018346898624063777,0.03804478724252022,0.030236138254624994,0.041625953121788115,0.0734711656052014,0.029632271283101926,0.013867558453086183,0.018193552573630718,0.03491130273018669,0.4433658007832898,0.5772008532244767,0.9286979586372222,4.845578910084872,0.6482954011052547,2
0.032263620539761104,0.02559472941072627,0.037484985531719375,0.03178352738464763,0.03637705018077039,0.0228059269893333,0.025410650598373018,0.015878991574465113,0.005651373595753376,0.03991008342432361,0.47972016315084554,0.1330746214279701,1.1120719723783137,3.6661761467268654,0.6447345975064833,5
0.028623689560584663,0.02350176854208312,0.024161730242549743,0.03248036425240472,0.04370526350981981,0.055690563823691495,0.04125638464293414,0.0503175161967768,0.03136074596044225,0.023619587066836235,0.6031284872522767,0.28766151823284547,0.5077378789126664,3.559393771641145,0.6620365403100881,1
0.015349445365097142,0.014262422958998718,0.0400693898192376,0.020512345078897265,0.03164172917871892,0.09752869778851654,0.036639952481022496,0.032192267855163596,0.012012475563556727,0.03107286706412945,0.33925397788280265,0.26792868785048063,0.9062563036130069,3.2586180312532274,0.5839371377171869,4
0.04104371578119728,0.02222199779876193,0.031797367084436305,0.04269655668026654,0.04134608692237615,0.04709836122258109,0.056421455948401755,0.07300654336263064,0.03195826634393271,0.012985788091294005,0.3570266479640237,0.3254911039093381,1.0650749921336549,44.044295707227825,0.6970055647294563,3
0.0403308403118255,0.02043427814264532,0.02945926929381766,0.035859899626535074,0.021203308331073065,0.0396486776273234,0.06588212623582623,0.027949030351995453,0.020945331332127424,0.03092473903468988,-0.6057798962532048,0.5875651786873106,1.3459618719593789,15.103845937817526,0.4967680047716779,2
0.01625534179104331,0.029603547056444926,0.02568437471045065,0.022302566242622293,0.028018452677624397,0.0642989566480716,0.08729498848575555,0.030771454109414814,0.006449004889897386,0.036820306614941546,-0.8771802924738521,0.7173019529481343,0.5902260553712078,17.044904463894657,0.6293013039020452,3
0.03481948890093954,0.018035801530030877,0.03402051518271936,0.04100846960157368,0.02877277485021799,0.06254891603542002,0.024051556049959573,0.04612268375826134,0.02949335392998782,0.037025303177596995,0.09384811904579815,0.13594093829552326,1.3817591777446367,36.974121387785374,0.44997509878869646,3
0.02387295690143848,0.010881271610828925,0.04417900971001662,0.029016330069093807,0.04263842330059006,0.07552221582017582,0.022093359746085325,0.0398568033359028,0.02482542644710994,0.0290905203947245,-0.5519914433989267,0.10077585921381074,1.0332238928544482,40.14400184030213,0.5422637086352441,1
0.01747729428553162,0.022794062491483268,0.025166932451097093,0.033335999151705056,0.033924948179682474,0.02972232459786777,0.09619548151514051,0.03930704633894756,0.029008108653077787,0.008079532678403556,0.6865585658547267,0.5524517137835109,1.2687942892250699,37.326024434006456,0.4643830629884574,5
0.028664425075401942,0.011325336736358278,0.036506330613701767,0.025388257657568566,0.022633172547386976,0.05822546575802315,0.06567319803397764,0.013194648526299688,0.03217704981088336,0.014776352878427757,0.11400173096565658,0.27715184770154233,1.294718802554558,30.909386772312196,0.4099247725425099,1
0.033922678677030145,0.025873685131093387,0.029517186239791944,0.02377664342052339,0.025588411125685585,0.0832382249527073,0.07613220244110194,0.04966615869937224,0.01044353431369728,0.039139540133588974,0.35619763970911655,0.7160589378493712,1.057161051797169,20.469776760106324,0.6431819911256268,2
0.018409278730956657,0.02084060818883062,0.02944902269769113,0.027818657766285067,0.039685171616537965,0.09694356512040501,0.08106085331538765,0.048088233020604006,0.0293186582969005,0.03219882223278339,-0.6910200914322102,0.1482041012675308,0.9452564222268831,32.24288559668404,0.6796415839579917,1
0.01911007721368128,0.010319441613367944,0.04046922325026429,0.030570747552263258,0.030490180060085154,0.05451540766762522,0.0951187620776983,0.060244484785485594,0.029469821290964662,0.022672776022163957,0.5216103809323954,0.6784781515906543,0.6680942673223205,9.481798126297004,0.4580920237675348,4
0.01719649311308614,0.025144729556402484,0.038936641310161765,0.03502745072266546,0.027536017919791544,0.09695967581180621,0.09318289590867494,0.04226763236617756,0.031030694530716923,0.03347640374386218,-0.10697741477363587,0.23666049849551957,0.8917208197879996,44.20251748482861,0.43918193228805613,2
0.03176239799737214,0.028263166604146836,0.036703437948140585,0.03779564675303778,0.03872247140674716,0.0342080671571109,0.0750552626954606,0.036771304948191134,0.006137096394289176,0.03780904424183084,-0.8741748782514935,0.885808003093355,0.5201950112288131,20.395483089630606,0.5936611553409754,4
0.04367576620388444,0.028821915730783222,0.022834672215577712,0.034688861597176296,0.04386419070848735,0.027027693380825474,0.06789312736761226,0.014291963924386034,0.03878591747023608,0.005410560515479855,0.42799936775028613,0.23974308065705413,1.1479329952127477,41.16080377421465,0.566009641651942,1
0.03768561279992641,0.024028102021789434,0.0205706517489744,0.03532759619682286,0.04380623019390746,0.060670533223472406,0.025400914566068925,0.04591841125366026,0.030872292082886787,0.015134551993098582,-0.2449493828477799,0.367767295183976,1.4269899886508304,44.89656323488735,0.47624479144192944,3
0.017868105937128346,0.02823057232237998,0.02626035968151579,0.03767687126785729,0.030790139173662377,0.023387268349563606,0.06681570382264185,0.037524614258330424,0.016159720901727372,0.0055473961553560375,0.4955506007207503,0.411502862338585,0.538570583791579,42.01617727841374,0.6762930095875173,2
0.015161822081808862,0.02912545819023088,0.020804848182322193,0.03789915044000348,0.022759029704500354,0.057174506390790344,0.020083744486924328,0.0551562411456509,0.014060316176267632,0.03168466933345962,-0.1587181903871142,0.6442660336550718,0.9960432596104456,36.31005411520851,0.6016613182790476,3
0.01678779965020705,0.010134246005556492,0.035106607388570875,0.031161822500168725,0.03257351905083811,0.08470812167625835,0.09507036437573912,0.03377263220120939,0.030622656444403915,0.005127829825949082,-0.220517606357449,0.49397605626840746,1.355452676895566,19.29721868714708,0.672631597324814,5
0.01599593128613104,0.010280615076457309,0.04051325958674255,0.02481078011406978,0.025720154271221082,0.0619958328816112,0.08817659243707102,0.0638344322581004,0.007244796088656082,0.023643850933429283,-0.7629468719112181,0.6491637565499728,1.0435816030061138,44.117094149499735,0.6470368886711035,2
0.016495781418704576,0.014866235583262222,0.03408131206508437,0.03716266491159616,0.030581527662530632,0.09199976421420802,0.04907228862193292,0.05746869061799576,0.03169451154394089,0.03211585170677907,-0.8701587899368476,0.43295417418046345,0.9563140113022169,30.97513966527337,0.6311471527643862,3
0.01518734473209379,0.012562684639552612,0.044735201498911706,0.030511937071516598,0.0403488496258105,0.08530617203278995,0.06566456664370912,0.04132791663526987,0.029884500307090618,0.01793233758711048,-0.7884379559173584,0.8560143460432811,1.1646644658792467,37.197227335442946,0.6531612607750914,4
0.044401183538863694,0.02165407799373243,0.04073041854044891,0.029809471251414754,0.02339784548481796,0.0752151516661077,0.032501875433905814,0.07128376855638124,0.020146735218125232,0.016161572962846777,-0.3690135300695113,0.5604976113307693,0.9441049410573688,25.627937669052685,0.4956543447456037,4
0.0346937833428589,0.015254108313591728,0.028314098203903966,0.034134085681943295,0.026606369328413742,0.05716979330813345,0.034948046285610976,0.055238826552196814,0.022641173879364797,0.024748736377960164,-0.6341807870377429,0.8963343522306054,1.0558988837195074,1.4487772549601328,0.5843713990457187,3
0.03668453204636435,0.01857779079450999,0.029179546629255447,0.03149398688574259,0.03144265504783608,0.026906326284126585,0.09523690231143167,0.07708223075561055,0.03593554912929052,0.017170860895552975,0.5158098741532774,0.3577228740503573,1.034678672982042,20.406296596973746,0.6519866302191131,4
0.022811605190381362,0.016331744639982805,0.03142427254178722,0.041236243717505686,0.023206725160125716,0.08189964300486309,0.09721690294193569,0.05876902674454179,0.022690409973462267,0.018326135282442715,-0.06534606955217315,0.7163998512986651,0.5101129576812233,25.77971695820927,0.6311758054862555,3
0.02835652882806277,0.028550019943018222,0.03283123564760715,0.035629964012857104,0.037414763966024625,0.052917034394456795,0.0677645128982136,0.01595078642701859,0.020649109298550888,0.02914000346287398,0.1787828339645302,0.38248653530993815,0.5202678705335443,36.21855903148419,0.4110531057258532,1
0.0175117443862432,0.026247996885662157,0.02419380565657954,0.02933829427166936,0.022298404343317684,0.023588776102203772,0.02976132944788512,0.07994031570989758,0.03389822063115852,0.0116979906128333,-0.028858990330838385,0.8020886109916201,1.2717392452848115,36.211902052104236,0.6050861690002465,2
0.03012378456835453,0.01248942787951029,0.022049226264973975,0.020131123140311635,0.03400514728301142,0.06507505340675099,0.051765677570847234,0.06375372052018392,0.02377441310676435,0.02584687814940438,0.03215406527342635,0.6562678073764666,0.8588515722843846,22.150806057966275,0.6782695280879559,3
0.03739663590655638,0.028157238988513952,0.020805123814094603,0.022879783204849152,0.0386389070561416,0.07910274945730703,0.04330391690687815,0.06548012129042953,0.03197175657417071,0.013388611714152385,0.2040816434533822,0.42157869364179357,0.5627101473461436,15.311475658744321,0.615628152025856,3
0.02502631915850914,0.011617149587510995,0.03816902034352915,0.02303118527902485,0.041326805299212094,0.0521196811482054,0.03243002447970851,0.02092283060135842,0.02588266042864125,0.037731913361873884,-0.09258572958228495,0.6212173561944822,1.353110354293824,35.693302978182466,0.6536772972384541,1
0.02007680753451361,0.028379913723152808,0.027655661821754413,0.034982173077248366,0.03260792770340686,0.08521421614661337,0.09825737667474445,0.04780441182329581,0.028810925844105037,0.025923017626482348,0.35897019290336984,0.8378126986883341,1.430723420694914,27.082422581517196,0.5569506000911513,4
0.03348057801486544,0.015285200634716726,0.023267867970954523,0.028960865831770394,0.037910296043261585,0.041059746139492245,0.03061240247640014,0.0472865605320763,0.039228792005161786,0.018570339351054087,-0.4468436705561505,0.6582791371497942,0.6704356157448956,21.930499959573545,0.6150702096400905,3
0.02727512689585437,0.02236097804911384,0.038503370636319895,0.043661184552287444,0.027958482109998697,0.05965029885733446,0.04075647198706027,0.031511911164193496,0.03243471773988322,0.03826820085518573,0.20693830695191917,0.874821626132367,1.2257086994135182,15.786294496210045,0.5959627423755929,1
0.04077557154645885,0.014714851308864369,0.03867554144294741,0.033137755481248886,0.044040164276883634,0.013047118257376467,0.04713102862805793,0.018451240083217232,0.03531216345487816,0.03888623795192649,0.6050941099853585,0.5571261324514023,1.2824209025900424,12.218076110245153,0.6885914772891423,4
0.015417930120147718,0.020205805293500637,0.0402529047963807,0.02132854391588158,0.03183114410040484,0.09499239958246529,0.031375979918844894,0.065184650022632,0.01946306542627211,0.019669570645632708,0.17221081616951495,0.6542572327641715,0.6670565055914669,4.29946630905183,0.6469632458695197,3
0.03006759381750839,0.015964939624790217,0.0228171513593095,0.03108203689187808,0.039579048296694216,0.07381232499834058,0.08201259700485042,0.016728312989127737,0.017766559272377917,0.016255300884260332,0.26620388239634096,0.5491369679555952,0.8132977673232987,42.32264336157046,0.45391450197783334,5
0.03376249421437372,0.023578793515302784,0.024807681321282957,0.022497827165863155,0.022165718165435645,0.050482141248246404,0.09848928312486929,0.012381780803277101,0.02639216124780249,0.019778488644065256,0.09983208166834778,0.6602156915077948,1.0565428869470337,31.74356986992477,0.45562680130287786,4
0.028675861714480062,0.0209846256233934,0.036822467626267785,0.03376376328103698,0.030317803482425083,0.027306996942846738,0.031232106774034214,0.06794397528957226,0.005088352648961732,0.031461041758828294,0.1140449067953645,0.6271812784149925,0.6606889602318667,16.395197990811667,0.4081375911852209,2
0.039061774064922575,0.015292743076098824,0.032411427699495024,0.038519807710768045,0.033190363701489534,0.08264071394738155,0.09462536898372159,0.026773349743619168,0.024439564369536718,0.005726705319883396,-0.22893523092538692,0.1039430485245646,0.8708953290336909,22.99967329638437,0.6472682834205876,1
0.030070512932905524,0.017742454564744242,0.04098397372357823,0.02437881643328904,0.020441708835081493,0.06381771578160776,0.08088344392816794,0.0436998931458463,0.01834402457169892,0.016704146138186583,0.2858090543621511,0.7997088127524145,1.3675675895054047,36.6096401882553,0.6346226939552808,3
0.038905247867691686,0.028956175194009684,0.03077476673637297,0.027252299913718477,0.04464767576394221,0.010196793527518636,0.0615363991988161,0.04040188493649117,0.019372837771958647,0.005170006557935684,0.09205415554874319,0.6914138667986942,0.5782626567489363,28.567803324643513,0.5021715316864805,3
0.03604815888522612,0.0167269086166665,0.04454905997850551,0.02832090392273947,0.04296018023279044,0.028795404891655094,0.035631118417844415,0.04804742741330376,0.018584706741107033,0.008722344322291551,-0.3402209331221234,0.7974788386236838,1.4115723853208881,22.99439985494695,0.4962372407431547,3
0.03317102752907107,0.028985617213727617,0.026839074666411875,0.03579490748477185,0.028350273464377136,0.04115930053922392,0.05963263347667414,0.02800512515446147,0.02149935852975803,0.011266757822588111,0.35846195586296214,0.5925297716359343,0.7863934261887011,43.567116912124874,0.61585136252686,1
0.04417094032402857,0.02472421860630667,0.0385656850200691,0.028616291406465717,0.021116520029077993,0.04211468481735057,0.0632174636364458,0.03285659707700592,0.010141004537870424,0.027766829481858765,0.5957673525648411,0.5007872495807628,0.5966476406041752,33.45975056017266,0.4172585137772136,3
0.02531560395677263,0.010204996456341334,0.043053008934217804,0.030427597207629303,0.034163592702427394,0.0134606491276675,0.0915840725862822,0.04601430511237468,0.030785481405123313,0.024894572834779444,-0.28652323056866047,0.7343545188051305,0.5604990530986231,14.583130758311558,0.4470490063587094,4
0.03480384458546864,0.01594124678054831,0.028399859557778843,0.030652022215679434,0.023327497368821747,0.020196937661566196,0.03715992734705506,0.017934435038185488,0.005097152540017423,0.019144111425850693,-0.31391987976830327,0.2450068568274187,1.449028105587522,35.133669014779294,0.5255958298103167,4
